"Domain","Process LEVEL 1 SEPT 2022","Process LEVEL 2 SEPT 2022","Process","Cost Type","RST Applicability","Process Description","Owner Grouping. (level comex-1)","SBU - Activity Name","Organizational Unit ID","OWNER  - SEPT 2022","FUNCTION","Status","Volume Name","Volume Description","HIVE Project","Customer HO / Agency","Transactional process","HO department in Charge","CARRIERS","Volume Source","Source link","Vol_Include","Business Process Owner","Process completed","Attachments","Owner","Main","Created By","Process Active From","Process Active to","Content Type","Modified","Created","Modified By","ID","Remarks"
"Finance","Procure to pay","Cost control","Cost Control - Reporting & Recording","Delivery","Yes","Extractions of Pending and Rejection reports","Finance","GBS - Finance Shipping Delivery","OGU_201623","Finance","1. Payables","Active","Per nb of uploaded results & report extracts","Extractions of Pending and Rejection reports
","Cost control","Agency","No","HO Cost Control Dept","SHIPPING",,,"Y",,"False","0","Finance & performance","False","SAVOSTIANOFF Igor",,,"Item","9/1/2026 12:28 AM","6/4/2021 8:50 AM","AHMED SHARIFF Mohammed","408",
"Finance","Procure to pay","Cost control","Cost Control Lost Containers","Delivery","Yes","Declaring Depreciation & Total Loss Value for owned/leased containers.  TTL invoice creation & manual coding of lessor invoices and send to HO Log team","Finance","GBS - Finance Shipping Delivery","OGU_201623","Finance","1. Payables","Active","Per nb of containers chased","Declare Depreciation & Total Loss Value for owned/leased containers.  Total loss invoice creation & manual coding of lessor invoices and send to HO Log team
","Cost control","Head Office","Yes","HO Logistics Dept","SHIPPING",,,"Y",,"False","0","Finance & performance","False","SAVOSTIANOFF Igor",,,"Item","9/1/2026 12:28 AM","6/4/2021 8:50 AM","AHMED SHARIFF Mohammed","410",
"Finance","Record to report","Other Record to Report","Country Managers","Delivery","Yes","Country Manager is responsible for co-ordinating the relationship between Agency and GBS. Added to that CM validate the month end close activity of each entity and submit financial statement to Financial control team","Finance","GBS - Finance Logistics Delivery","OGU_201659","Finance","3. Accounting","Active","Per nb of country","Co-ordinate the relationship between Agency and GBS. Validate the month end close activity of each entity and submit financial statement to Financial control team
","Finance support","HO / Agency","No","HO Accounting Dept","ALL BUs",,,"Y",,"False","0","Finance & performance","False","SAVOSTIANOFF Igor",,,"Item","9/1/2026 12:28 AM","6/4/2021 8:50 AM","AHMED SHARIFF Mohammed","411",
"Customer Care","Other Customer Care","Customized Services","Country Procedure Chasing","Delivery","Yes","GBSI follow ups with respective agencies to update the country procedure document on or before the review dates. If required, same needs to be escalated with the HO Team.","Business - Customer Care","GBS - Customer Care Shipping Delivery","OGU_201855","Business","Customer Care","Active","Per nb of SOP","Nb of emails sent to the agencies for SOP update","HO Documentation","Head Office",,"HO Documentation Dept","SHIPPING","<div>Local Excel database</div>",,"Y",,"False","0","Sales & Customer Care","False","SAVOSTIANOFF Igor",,,"Item","9/1/2026 12:28 AM","6/4/2021 8:50 AM","AHMED SHARIFF Mohammed","412",
"Customer Care","Service Delivery","Freight Audit and Invoicing Export","Cross Payment - Freighting & Invoicing","Delivery","Yes",,"Business - Customer Care","GBS - Customer Care Shipping Delivery","OGU_201670","Business","Customer Care","Active","Per nb of Invoices Produced","Nb of invoice created during the period","Export - Freight Audit & Invoicing","Agency",,"HO GEN Dept","SHIPPING","<div>Local Excel database</div>",,"Y",,"True","0","Sales & Customer Care","False","SAVOSTIANOFF Igor",,,"Item","9/1/2026 12:28 AM","6/4/2021 8:51 AM","AHMED SHARIFF Mohammed","418","Due to Customer care HO alignment
PL 1 - Changed from Freight Audit and Invoicing Export - Cargo Readiness to Service Delivery
PL 2 - Freight Audit Invoicing Export to Freight Audit Invoicing Export"
"Finance","Order to cash","Accounts receivable Master Data Management","Customer Master Data Admin","Delivery","Yes","Management of customer master date in ERP ","Finance","GBS - Finance Logistics Delivery","OGU_201648","Finance","2. Receivables","Active","Per Request","Management of customer master date in ERP 
",,"Agency","Yes","HO CEVA GBS Dept","ALL BUs",,,"Y",,"False","0","Finance","False","SAVOSTIANOFF Igor",,,"Item","9/1/2026 12:29 AM","6/4/2021 8:51 AM","AHMED SHARIFF Mohammed","420",
"Customer Care","Customer service","Customer Service","Customer Service Export","Delivery","Yes",,"Business - Customer Care","GBS - Customer Care Shipping Delivery","OGU_201673","Business","Customer Care","Active","Per nb of emails handled","Per nb of emails handled","Customer Service","Agency",,"HO GEN Dept","SHIPPING","<div>Outlook</div>",,"Y",,"True","0","Sales & Customer Care","False","SAVOSTIANOFF Igor",,,"Item","9/1/2026 12:29 AM","6/4/2021 8:51 AM","AHMED SHARIFF Mohammed","422","Due to Customer care HO alignment
PL 1 - Changed from Other Customer Care to Customer Service
PL 2 - Corporate Documentation to Customer Service"
"Customer Care","Other Customer Care","Customized Services","Customized Invoicing","Delivery","Yes",,"Business - Customer Care","GBS - Customer Care Shipping Delivery","OGU_201681","Business","Customer Care","Active","Per nb of Invoices Produced",,"Customer Service","NA",,"HO Global Account customer Care Dept","SHIPPING","<div>Excel Tracker</div>",,"Y",,"False","0","Sales & Customer Care","False","SAVOSTIANOFF Igor",,,"Item","9/1/2026 12:29 AM","6/4/2021 8:52 AM","AHMED SHARIFF Mohammed","428","Due to Customer care HO alignment
PL 2 - Corporate Documentation to Customized Services"
"Shipping Ops, Log & Interm","SSE Operations","Dangerous Goods","Dangerous good input partner","Delivery","Yes",,"Ind. Assets - QSSE","GBS - Quality Safety Security and Environment Shipping Delivery","OGU_201719","Industrial Assets","Operational Efficiency","Active","Per nb of Packaging/ UN No. or technical name/ Specification","Update DG bookings for VSA partners in HARP system.","Dangerous Goods","Head Office","Yes","HO Operations Dept","SHIPPING","<div>Rework &#58; manual / Item number HARP<div style=""margin-top&#58;0px;margin-bottom&#58;0px;""><span style=""font-family&#58;Regular, &quot;Helvetica Neue&quot;, Helvetica, Verdana, sans-serif;background-color&#58;rgb(255, 255, 255);display&#58;inline !important;"">Number of ITEM treated + rework RFI</span><br style=""font-family&#58;Regular, &quot;Helvetica Neue&quot;, Helvetica, Verdana, sans-serif;background-color&#58;rgb(255, 255, 255);""><span style=""font-family&#58;Regular, &quot;Helvetica Neue&quot;, Helvetica, Verdana, sans-serif;background-color&#58;rgb(255, 255, 255);display&#58;inline !important;"">Update VSA partner DG bookings on behalf of VSA partner in HARP system.</span><br></div></div>",,"Y",,"True","0","Logistics & Operations","False","SAVOSTIANOFF Igor",,,"Item","9/1/2026 12:29 AM","6/4/2021 8:52 AM","AHMED SHARIFF Mohammed","433",
"Shipping Ops, Log & Interm","SSE Operations","Dangerous Goods","Dangerous good validation","Delivery","Yes",,"Ind. Assets - QSSE","GBS - Quality Safety Security and Environment Shipping Delivery","OGU_201719","Industrial Assets","Operational Efficiency","Active","Per nb of Packaging/ UN No. or technical name/ Specification","Number of ITEM treated + rework RFI
Validate Bookings form CMA CGM or VSA Partners on Group or VSA partner Vessels.
Co-ordinate with vessel planners for safe stowage of DG cargo and with port operations for procuring port clearances for DG cargo.
Provide approvals to special cargoes
","Dangerous Goods","Head Office","Yes","HO Operations Dept","SHIPPING","<div>Rework : manual / Item number HARP</div>",,"Y",,"True","0","Logistics & Operations","False","SAVOSTIANOFF Igor",,,"Item","9/1/2026 12:29 AM","6/4/2021 8:52 AM","AHMED SHARIFF Mohammed","434",
"Shipping Ops, Log & Interm","Partner Data Management","Partner data management - customer","Data Enrichment","Delivery","Yes",,"Business - Customer Care","GBS - Data Management Delivery","OGU_201722","IT","IT","Active","Per nb of Partner code",,"Partner data management","Head Office",,"HO Efficio project Dept","SHIPPING","<span style=""color&#58;black;"">​MyCDM</span><br>","<span style=""color&#58;black;""><a href=""/sites/CMA-GlobalBusinessServices/Lists/GBS%20Process/​https&#58;//cmacgmgroup.eu.qlikcloud.com/sense/app/b7a2065a-a760-46d9-a190-85d1e975a27e/overview/hubUrl//explore/spaces/61698492dffabcfafe200b29"" title=""​Link"">​Link</a></span><br>","Y",,"False","0","Finance & Performance","False","SAVOSTIANOFF Igor",,,"Item","9/1/2026 12:29 AM","6/4/2021 8:53 AM","AHMED SHARIFF Mohammed","440",
"Commercial & Add Value Activities","Commercial","Pricing Admin Activities","DDSM Freetime Conversion","Delivery","Yes",,"Business - Commercial","GBS - Commercial Shipping Delivery","0","Business","Line Management","Active","Per line items",,"Pricing Admin Activities","Agency",,"HO Lines Dept","SHIPPING","<div>Excel Tracker</div>",,"Y",,"False","0","Lines Management","False","SAVOSTIANOFF Igor",,,"Item","9/1/2026 12:29 AM","6/4/2021 8:54 AM","AHMED SHARIFF Mohammed","451",
"Shipping Ops, Log & Interm","Container Fleet Management","Iddle Notification","Idle Notification","Delivery","Yes",,"Ind. Assets - Container Fleet Management","GBS - Container Fleet Management Shipping Delivery","OGU_201700","Industrial Assets","Equipment Mgt","Active","Per nb of containers","Send notifications to customers or POL team for containers remaining idle for a certain number of days","Equipment Iddle Notification","Agency","Yes","HO Logistics Dept","SHIPPING","<span style=""color&#58;black;"">​</span><span style=""color&#58;black;"">​RPA QlikSense Dashboard<p><br></p><p><u>Sheet&#58;</u> Raw data</p><p><u>Filters&#58;&#160;</u><span style=""font-size&#58;11pt;"">Month,&#160;</span><span style=""font-size&#58;11pt;"">Year</span></p><p><br></p></span><br>","<span style=""color&#58;black;""><a href=""https&#58;//dashboard-self.cma-cgm.com/saml/sense/app/aacbefb2-f44c-423c-b867-f0b90e21d4d8/sheet/9ead46c4-0842-41a3-a18a-c12769f00825/state/analysis"" title=""​RPA Qliksense Dashboard""><i><u>​RPA Qliksense Dashboard</u></i></a></span><br>","Y",,"False","0","Sales & Customer Care","False","SAVOSTIANOFF Igor",,,"Item","9/1/2026 12:29 AM","6/4/2021 8:54 AM","AHMED SHARIFF Mohammed","452",
"Finance","Procure to pay","Other Procure to Pay","Debit Note Malta","Delivery","Yes","Booking and validation of Malta Transhipment debit notes","Finance","GBS - Finance Logistics Delivery","OGU_201655","Finance","1. Payables","Active","Per debit note","Booking and validation of Malta Transhipment debit notes
","Procure to pay","Head Office","No","HO Cost control Dept","SHIPPING",,,"Y",,"False","0","Finance & performance","False","SAVOSTIANOFF Igor",,,"Item","9/1/2026 12:29 AM","6/4/2021 8:54 AM","AHMED SHARIFF Mohammed","457",
"Shipping Ops, Log & Interm","Container Fleet Management","Equipment Management","Depot Change","Delivery","Yes",,"Ind. Assets - Container Fleet Management","GBS - Container Fleet Management Shipping Delivery","OGU_201699","Industrial Assets","Equipment Mgt","Active","Per nb of containers","Per nb of containers that have been requested a depot change","Equipment management","Agency",,"HO Logistics Dept","SHIPPING","<span style=""color&#58;black;"">​manual excel tracker</span><br>",,"Y",,"False","0","Logistics & Operations","False","SAVOSTIANOFF Igor",,,"Item","9/1/2026 12:29 AM","6/4/2021 8:55 AM","AHMED SHARIFF Mohammed","465",
"Finance","Order to cash","Disputes","Dispute Logging","Delivery","Yes","Reception and logging of customer disputes in GetPaid or ERP, routing to dispute resolvers to action","Finance","GBS - Finance Logistics Delivery","OGU_201648","Finance","2. Receivables","Active","Per nb of dispute treated","Reception and logging of customer disputes in GetPaid or ERP, routing to dispute resolvers to action","Disputes","Agency","Yes","HO Credit Management Dept","ALL BUs",,,"Y",,"False","0","Finance & performance","False","SAVOSTIANOFF Igor",,,"Item","9/1/2026 12:29 AM","6/4/2021 8:56 AM","AHMED SHARIFF Mohammed","473",
"Finance","Order to cash","Disputes","Dispute Logging - Resolution support","Delivery","Yes","Assisting in the resolution and/or closure of customer disputes","Finance","GBS - Finance Logistics Delivery","OGU_201646","Finance","2. Receivables","Active","Per nb of dispute treated","Assisting in the resolution and/or closure of customer disputes
","Disputes","Agency","Yes","HO GEN Dept","SHIPPING",,,"N","HO Accounting dpt","False","0","Finance & performance","False","SAVOSTIANOFF Igor",,,"Item","9/1/2026 12:29 AM","6/4/2021 8:56 AM","AHMED SHARIFF Mohammed","474",
"Customer Care","Service Delivery","Dispute Management","Dispute resolution","Delivery","Yes",,"Business - Customer Care","GBS - Customer Care Shipping Delivery","OGU_201806","Business","Customer Care","Active","Per Dispute resolved","Amount of the resolved disputes (in NOVA).","Dispute Management","Agency",,"HO GEN Dept","SHIPPING","<div>Nova Analytics</div>",,"Y",,"False","0","Sales & Customer Care","False","SAVOSTIANOFF Igor",,,"Item","9/1/2026 12:29 AM","6/4/2021 8:56 AM","AHMED SHARIFF Mohammed","476","Due to Customer care HO alignment
PL 1 - Changed from Dispute Management to Service Delivery"
"Customer Care","Other Customer care","eCommerce Support","eCommerce Support","Delivery","Yes",,"Business - Customer Care","GBS - Customer Care Shipping Delivery",,"Business","Line Transformation","Active","Per nb of requests","NB of Cases received in a month","eCommerce Support","Head Office",,"HO Digital Agency Dept","SHIPPING","<div><span style=""font-weight&#58;bold;color&#58;black;"">​</span><b>NOVA</b><p style="""">Report&#58; ECOM L1 - Overview</p></div>","<span style=""color&#58;black;"">​<a href=""https&#58;//cma-cgm.lightning.force.com/lightning/r/Dashboard/01Z5p000000Uj9IEAS/view"">https&#58;//cma-cgm.lightning.force.com/lightning/r/Dashboard/01Z5p000000Uj9IEAS/view</a></span><br>","Y","Nancy Morana","True","0","Sales & Customer Care","True","SAVOSTIANOFF Igor",,,"Item","9/1/2026 12:29 AM","6/4/2021 8:57 AM","AHMED SHARIFF Mohammed","491",
"Shipping Ops, Log & Interm","Container Fleet Management","Project - Equipment Management","Project EIT - Equipment Improvement team","Delivery","Yes",,"Ind. Assets - Container Fleet Management","GBS - Container Fleet Management Shipping Delivery","OGU_201702","Industrial Assets","Equipment Mgt","Active","Support",,,"Head Office","No","HO Logistics Dept","SHIPPING","<span style=""color&#58;black;"">​LARA (PL/SQL8)<p><br></p><p><br></p></span><br>","<span style=""color&#58;black;"">​<a href=""https&#58;//apps.cma-cgm.com/Citrix/CMACGMWeb/"">https&#58;//apps.cma-cgm.com/Citrix/CMACGMWeb/</a></span><br>","Y",,"False","0","Logistics & Operations","False","SAVOSTIANOFF Igor",,,"Item","9/1/2026 12:29 AM","6/4/2021 8:58 AM","AHMED SHARIFF Mohammed","497",
"Finance","Procure to pay","Cost control","Employee Expense Report","Delivery","Yes","Validation of expense claim in C&GO","Finance","GBS - Finance Logistics Delivery","OGU_201654","Finance","3. Accounting","Active","Per Report","Validation of expense claim in C&GO
","Accounting","Agency","Yes","HO Accounting Dept","SHIPPING",,,"Y",,"False","0","Finance & performance","False","SAVOSTIANOFF Igor",,,"Item","9/1/2026 12:29 AM","6/4/2021 8:58 AM","AHMED SHARIFF Mohammed","500",
"Shipping Ops, Log & Interm","Container Fleet Management","Equipment management","Empty Rail Billing","Delivery","Yes",,"Ind. Assets - Container Fleet Management","GBS - Container Fleet Management Shipping Delivery","OGU_201699","Industrial Assets","Equipment Mgt","Active","Per nb of containers",,"Rail Billing","Agency",,"HO Intermodal Dept","SHIPPING","<span style=""color&#58;black;""><div>​​Manual Excel file based on Email requests<br></div><div><br></div><div>Generic mail id&#58;&#160;ssc.exportbilling@cma-cgm.com<br></div><span></span></span><br>","<span style=""color&#58;black;"">​<span><br></span><div>​ssc.exportbilling@cma-cgm.com<br></div><span></span></span><br>","Y",,"False","0","Logistics & Operations","False","SAVOSTIANOFF Igor",,,"Item","9/1/2026 12:29 AM","6/4/2021 8:58 AM","AHMED SHARIFF Mohammed","504",
